symbol,direction,entry_time,exit_time,entry_price,exit_price,z_at_entry,spy_z_at_entry,outperformance_at_entry,avg_move,qty,hold_hours,minutes_since_open,exit_reason
T,Short,2024-02-26T15:05:00+00:00,2024-02-26T20:45:00+00:00,16.6700,16.6300,-1.3412,-0.2024,-1.1388,0.0062,-815.00,5.6667,35,eod
CVX,Short,2024-02-27T15:00:00+00:00,2024-02-27T17:55:00+00:00,150.7400,151.4700,-2.4476,-0.2813,-2.1663,0.0047,-90.00,2.9167,30,reversal
CVX,Long,2024-02-27T15:15:00+00:00,2024-02-27T17:55:00+00:00,150.1800,151.4700,-2.7921,0.2660,-3.0582,0.0054,90.00,2.6667,45,reversal
HD,Long,2024-02-27T15:00:00+00:00,2024-02-27T20:45:00+00:00,375.0200,375.3800,2.5762,-0.2813,2.8575,0.0039,36.00,5.7500,30,eod
LOW,Short,2024-02-27T15:00:00+00:00,2024-02-27T20:45:00+00:00,237.6900,235.5800,6.0539,-0.2813,6.3352,0.0044,-57.00,5.7500,30,eod
UNH,Short,2024-02-28T15:00:00+00:00,2024-02-28T20:20:00+00:00,489.4400,495.5300,-3.1540,-0.6496,-2.5044,0.0039,-27.00,5.3333,30,reversal
UNH,Long,2024-02-28T15:05:00+00:00,2024-02-28T20:20:00+00:00,486.5500,495.5300,-4.4795,-0.3640,-4.1155,0.0040,28.00,5.2500,35,reversal
LIN,Short,2024-02-28T15:00:00+00:00,2024-02-28T20:45:00+00:00,448.7300,451.5200,2.3850,-0.6496,3.0346,0.0032,-30.00,5.7500,30,eod
DIS,Long,2024-02-28T15:00:00+00:00,2024-02-28T20:45:00+00:00,110.1100,110.8700,2.0363,-0.6496,2.6859,0.0063,123.00,5.7500,30,eod
AMD,Short,2024-02-29T15:55:00+00:00,2024-02-29T20:45:00+00:00,187.9900,192.5400,2.0159,-0.9944,3.0102,0.0164,-72.00,4.8333,85,eod
AMZN,Long,2024-02-29T15:00:00+00:00,2024-02-29T20:45:00+00:00,175.1500,175.2100,1.7809,0.0862,1.6947,0.0045,78.00,5.7500,30,eod
LIN,Short,2024-02-29T15:00:00+00:00,2024-02-29T20:45:00+00:00,446.5000,449.6900,-2.8339,0.0862,-2.9201,0.0039,-30.00,5.7500,30,eod
UNH,Long,2024-02-29T19:10:00+00:00,2024-02-29T20:45:00+00:00,491.8900,493.7000,-3.3465,-0.2472,-3.0992,0.0049,27.00,1.5833,280,eod
LLY,Long,2024-03-01T15:00:00+00:00,2024-03-01T16:10:00+00:00,778.1300,775.0400,1.7608,-0.1767,1.9375,0.0069,17.00,1.1667,30,reversal
PYPL,Short,2024-03-01T15:20:00+00:00,2024-03-01T16:20:00+00:00,61.4700,60.9400,4.0431,0.6846,3.3585,0.0039,-221.00,1.0000,50,reversal
AAPL,Short,2024-03-01T15:00:00+00:00,2024-03-01T20:45:00+00:00,179.0800,179.6600,-1.8400,-0.1767,-1.6633,0.0038,-75.00,5.7500,30,eod
UNH,Long,2024-03-01T15:00:00+00:00,2024-03-01T20:45:00+00:00,478.3700,489.3400,-3.9168,-0.1767,-3.7402,0.0047,28.00,5.7500,30,eod
MSFT,Long,2024-03-04T15:00:00+00:00,2024-03-04T20:45:00+00:00,417.0800,414.8600,2.2618,-0.3226,2.5844,0.0047,32.00,5.7500,30,eod
LIN,Short,2024-03-04T15:20:00+00:00,2024-03-04T20:45:00+00:00,455.4700,456.0800,2.9068,-0.1459,3.0528,0.0038,-29.00,5.4167,50,eod
PYPL,Short,2024-03-04T15:00:00+00:00,2024-03-04T20:45:00+00:00,59.2400,60.0700,-2.6767,-0.3226,-2.3541,0.0070,-230.00,5.7500,30,eod
PYPL,Long,2024-03-04T15:10:00+00:00,2024-03-04T20:45:00+00:00,59.1000,60.0700,-4.0293,-0.1612,-3.8682,0.0052,231.00,5.5833,40,eod
MSFT,Short,2024-03-05T15:00:00+00:00,2024-03-05T20:45:00+00:00,406.4600,402.2900,-1.6880,-0.1347,-1.5534,0.0050,-33.00,5.7500,30,eod
MPC,Long,2024-03-05T15:00:00+00:00,2024-03-05T20:45:00+00:00,177.4200,174.8200,2.8116,-0.1347,2.9462,0.0066,77.00,5.7500,30,eod
JPM,Short,2024-03-05T15:05:00+00:00,2024-03-05T20:45:00+00:00,188.7400,188.0400,2.2692,-1.6148,3.8840,0.0041,-72.00,5.6667,35,eod
QCOM,Long,2024-03-06T15:00:00+00:00,2024-03-06T20:45:00+00:00,166.3700,168.0000,0.6600,-2.2510,2.9110,0.0067,82.00,5.7500,30,eod
GOOGL,Short,2024-03-06T15:00:00+00:00,2024-03-06T20:45:00+00:00,131.2300,131.4900,-3.2658,-2.2510,-1.0149,0.0036,-104.00,5.7500,30,eod
PFE,Short,2024-03-06T15:00:00+00:00,2024-03-06T20:45:00+00:00,27.0900,27.1800,1.4908,-2.2510,3.7417,0.0050,-505.00,5.7500,30,eod
DIS,Long,2024-03-06T16:10:00+00:00,2024-03-06T20:45:00+00:00,110.7000,109.9800,-3.0378,0.0139,-3.0517,0.0070,124.00,4.5833,100,eod
DE,Long,2024-03-07T15:00:00+00:00,2024-03-07T16:25:00+00:00,375.1100,373.8800,2.6450,0.0091,2.6359,0.0047,36.00,1.4167,30,reversal
JPM,Long,2024-03-07T16:20:00+00:00,2024-03-07T20:45:00+00:00,188.5800,187.8200,-1.6737,1.5693,-3.2430,0.0042,72.00,4.4167,110,eod
PFE,Short,2024-03-07T15:00:00+00:00,2024-03-07T20:45:00+00:00,26.9500,26.8400,-1.5375,0.0091,-1.5466,0.0055,-506.00,5.7500,30,eod
GE,Short,2024-03-08T15:00:00+00:00,2024-03-08T15:30:00+00:00,139.2700,136.6800,4.5055,1.1603,3.3451,0.0047,-97.00,0.5000,30,reversal
LLY,Short,2024-03-08T15:00:00+00:00,2024-03-08T15:40:00+00:00,764.1600,773.5100,-0.8862,1.1603,-2.0465,0.0058,-17.00,0.6667,30,reversal
AVGO,Long,2024-03-08T15:00:00+00:00,2024-03-08T20:45:00+00:00,135.6700,131.6900,-3.4343,1.1603,-4.5946,0.0074,100.00,5.7500,30,eod
GOOGL,Long,2024-03-08T15:00:00+00:00,2024-03-08T20:45:00+00:00,137.0300,135.5200,2.8574,1.1603,1.6971,0.0042,99.00,5.7500,30,eod
GOOGL,Long,2024-03-11T14:00:00+00:00,2024-03-11T14:55:00+00:00,138.1800,138.2100,2.5391,-0.1367,2.6758,0.0041,97.00,0.9167,30,reversal
CAT,Short,2024-03-11T14:00:00+00:00,2024-03-11T19:45:00+00:00,333.1900,334.7400,-3.1032,-0.1367,-2.9665,0.0041,-40.00,5.7500,30,eod
GE,Long,2024-03-11T14:00:00+00:00,2024-03-11T19:45:00+00:00,130.4700,132.7400,-3.6408,-0.1367,-3.5041,0.0060,103.00,5.7500,30,eod
META,Long,2024-03-12T14:00:00+00:00,2024-03-12T16:00:00+00:00,493.5000,495.3100,3.0474,0.8238,2.2236,0.0050,27.00,2.0000,30,reversal
GE,Short,2024-03-12T14:00:00+00:00,2024-03-12T19:45:00+00:00,131.6700,133.6500,-1.4503,0.8238,-2.2741,0.0064,-102.00,5.7500,30,eod
PFE,Long,2024-03-12T14:00:00+00:00,2024-03-12T19:45:00+00:00,27.8600,27.9500,-2.3562,0.8238,-3.1800,0.0053,484.00,5.7500,30,eod
GS,Long,2024-03-13T14:00:00+00:00,2024-03-13T19:45:00+00:00,390.3100,392.0700,0.6938,-2.2397,2.9335,0.0071,34.00,5.7500,30,eod
HD,Short,2024-03-13T14:00:00+00:00,2024-03-13T19:45:00+00:00,378.6900,379.9100,1.5605,-2.2397,3.8002,0.0031,-35.00,5.7500,30,eod
SBUX,Short,2024-03-13T14:05:00+00:00,2024-03-13T19:45:00+00:00,91.8300,91.7700,-2.5252,-1.3628,-1.1624,0.0031,-146.00,5.6667,35,eod
SBUX,Long,2024-03-13T14:25:00+00:00,2024-03-13T19:45:00+00:00,91.1000,91.7700,-4.5324,-0.9200,-3.6124,0.0035,148.00,5.3333,55,eod
TXN,Long,2024-03-14T14:00:00+00:00,2024-03-14T14:35:00+00:00,172.1100,172.1800,-0.8741,-3.7451,2.8710,0.0036,78.00,0.5833,30,reversal
QCOM,Short,2024-03-14T14:10:00+00:00,2024-03-14T16:10:00+00:00,167.6300,167.8500,-2.8259,-1.3967,-1.4291,0.0044,-80.00,2.0000,40,reversal
MSFT,Short,2024-03-14T14:00:00+00:00,2024-03-14T19:45:00+00:00,422.5900,424.0200,0.9093,-3.7451,4.6544,0.0047,-31.00,5.7500,30,eod
AMD,Long,2024-03-15T14:00:00+00:00,2024-03-15T19:45:00+00:00,187.6600,192.3900,0.6314,-2.1516,2.7830,0.0099,71.00,5.7500,30,eod
AMZN,Short,2024-03-15T14:00:00+00:00,2024-03-15T19:45:00+00:00,175.2400,175.0300,-3.4964,-2.1516,-1.3449,0.0036,-76.00,5.7500,30,eod
GE,Short,2024-03-15T14:00:00+00:00,2024-03-15T19:45:00+00:00,133.8600,135.1300,1.8843,-2.1516,4.0359,0.0073,-100.00,5.7500,30,eod
UNH,Long,2024-03-18T14:00:00+00:00,2024-03-18T14:25:00+00:00,490.9000,489.0500,1.4742,-0.3979,1.8721,0.0037,27.00,0.4167,30,reversal
NFLX,Short,2024-03-18T15:30:00+00:00,2024-03-18T19:45:00+00:00,62.3000,62.1100,2.8674,-0.2943,3.1617,0.0066,-216.00,4.2500,120,eod
HD,Short,2024-03-18T14:00:00+00:00,2024-03-18T19:45:00+00:00,373.6800,372.3800,-2.3508,-0.3979,-1.9528,0.0040,-36.00,5.7500,30,eod
HD,Long,2024-03-18T14:10:00+00:00,2024-03-18T19:45:00+00:00,373.1600,372.3800,-2.8410,0.4637,-3.3047,0.0038,36.00,5.5833,40,eod
NVDA,Short,2024-03-19T14:00:00+00:00,2024-03-19T15:25:00+00:00,85.8900,86.9100,-2.3923,-0.5043,-1.8880,0.0066,-157.00,1.4167,30,reversal
SBUX,Long,2024-03-19T14:00:00+00:00,2024-03-19T16:35:00+00:00,91.6500,91.4200,2.4112,-0.5043,2.9155,0.0031,147.00,2.5833,30,reversal
SBUX,Short,2024-03-19T14:15:00+00:00,2024-03-19T16:35:00+00:00,91.7000,91.4200,2.0981,-1.0005,3.0986,0.0039,-147.00,2.3333,45,reversal
PYPL,Long,2024-03-19T18:10:00+00:00,2024-03-19T19:45:00+00:00,62.8600,63.1300,-1.6277,1.3856,-3.0133,0.0098,214.00,1.5833,280,eod
ADBE,Short,2024-03-20T14:20:00+00:00,2024-03-20T17:15:00+00:00,513.6400,517.0900,-1.6308,-0.3125,-1.3183,0.0065,-26.00,2.9167,50,reversal
T,Long,2024-03-20T14:00:00+00:00,2024-03-20T17:25:00+00:00,17.2700,17.1300,1.8115,-1.1137,2.9252,0.0029,779.00,3.4167,30,reversal
T,Short,2024-03-20T14:05:00+00:00,2024-03-20T17:25:00+00:00,17.2900,17.1300,2.6074,-0.8122,3.4196,0.0025,-779.00,3.3333,35,reversal
TXN,Short,2024-03-21T14:05:00+00:00,2024-03-21T14:30:00+00:00,172.8000,174.0800,-1.7887,0.1113,-1.8999,0.0034,-77.00,0.4167,35,reversal
AVGO,Short,2024-03-21T14:00:00+00:00,2024-03-21T19:45:00+00:00,134.9900,135.4600,3.0510,-0.3720,3.4230,0.0083,-99.00,5.7500,30,eod
AAPL,Long,2024-03-21T15:20:00+00:00,2024-03-21T19:45:00+00:00,172.7700,171.0600,-3.0707,0.0481,-3.1189,0.0073,76.00,4.4167,110,eod
XOM,Long,2024-03-21T14:00:00+00:00,2024-03-21T19:45:00+00:00,113.8200,113.7400,2.2826,-0.3720,2.6546,0.0037,118.00,5.7500,30,eod
NKE,Long,2024-03-22T14:00:00+00:00,2024-03-22T15:45:00+00:00,92.0900,93.3700,-2.6934,0.8829,-3.5763,0.0041,145.00,1.7500,30,reversal
GOOGL,Long,2024-03-22T14:00:00+00:00,2024-03-22T17:15:00+00:00,151.2900,150.7400,2.0236,0.8829,1.1407,0.0054,88.00,3.2500,30,reversal
SCHW,Short,2024-03-22T14:00:00+00:00,2024-03-22T19:45:00+00:00,71.7800,71.9200,-1.7620,0.8829,-2.6449,0.0050,-186.00,5.7500,30,eod
LLY,Long,2024-03-25T14:00:00+00:00,2024-03-25T15:15:00+00:00,777.2800,773.4000,2.3597,-0.0644,2.4241,0.0049,17.00,1.2500,30,reversal
MU,Short,2024-03-25T14:00:00+00:00,2024-03-25T19:45:00+00:00,116.7100,117.8200,3.4591,-0.0644,3.5234,0.0063,-114.00,5.7500,30,eod
NKE,Long,2024-03-25T14:00:00+00:00,2024-03-25T19:45:00+00:00,93.2700,93.6300,-4.1939,-0.0644,-4.1295,0.0050,143.00,5.7500,30,eod
DIS,Short,2024-03-25T14:00:00+00:00,2024-03-25T19:45:00+00:00,118.4800,119.1900,-1.3315,-0.0644,-1.2671,0.0050,-112.00,5.7500,30,eod
MU,Long,2024-03-26T14:00:00+00:00,2024-03-26T14:40:00+00:00,121.7900,119.4700,1.9053,0.4490,1.4562,0.0068,109.00,0.6667,30,reversal
COP,Long,2024-03-26T14:00:00+00:00,2024-03-26T19:45:00+00:00,125.3900,125.6900,-2.9162,0.4490,-3.3652,0.0035,105.00,5.7500,30,eod
MPC,Short,2024-03-26T14:00:00+00:00,2024-03-26T19:45:00+00:00,198.2800,197.2900,-1.8909,0.4490,-2.3399,0.0066,-67.00,5.7500,30,eod
UNH,Short,2024-03-26T14:40:00+00:00,2024-03-26T19:45:00+00:00,490.1800,492.2000,2.3922,-0.9641,3.3563,0.0033,-26.00,5.0833,70,eod
CRM,Short,2024-03-27T14:00:00+00:00,2024-03-27T19:45:00+00:00,300.8000,301.1800,-4.3907,-2.7792,-1.6115,0.0059,-43.00,5.7500,30,eod
CRM,Long,2024-03-27T16:20:00+00:00,2024-03-27T19:45:00+00:00,299.0900,301.1800,-4.2796,-1.1235,-3.1561,0.0074,44.00,3.4167,170,eod
SLB,Long,2024-03-27T14:00:00+00:00,2024-03-27T19:45:00+00:00,54.4300,54.6600,0.1186,-2.7792,2.8978,0.0031,242.00,5.7500,30,eod
T,Short,2024-03-27T14:00:00+00:00,2024-03-27T19:45:00+00:00,17.5400,17.5300,3.6650,-2.7792,6.4442,0.0030,-752.00,5.7500,30,eod
TXN,Long,2024-03-28T14:00:00+00:00,2024-03-28T14:35:00+00:00,175.7600,174.4200,2.5747,1.1660,1.4087,0.0033,75.00,0.5833,30,reversal
SLB,Long,2024-03-28T14:00:00+00:00,2024-03-28T19:45:00+00:00,55.0100,54.8300,-2.9044,1.1660,-4.0703,0.0033,240.00,5.7500,30,eod
GS,Short,2024-03-28T14:00:00+00:00,2024-03-28T19:45:00+00:00,415.3000,417.8200,-1.5580,1.1660,-2.7240,0.0049,-31.00,5.7500,30,eod
MU,Long,2024-04-01T14:00:00+00:00,2024-04-01T19:45:00+00:00,125.2200,123.9700,2.4777,0.0206,2.4571,0.0084,105.00,5.7500,30,eod
MU,Short,2024-04-01T14:15:00+00:00,2024-04-01T19:45:00+00:00,125.6800,123.9700,2.8000,-0.6267,3.4267,0.0088,-104.00,5.5000,45,eod
HD,Short,2024-04-01T14:00:00+00:00,2024-04-01T19:45:00+00:00,377.0700,368.1000,-2.6036,0.0206,-2.6242,0.0047,-34.00,5.7500,30,eod
HD,Long,2024-04-01T14:05:00+00:00,2024-04-01T19:45:00+00:00,376.5600,368.1000,-2.5835,0.7135,-3.2970,0.0052,35.00,5.6667,35,eod
GE,Long,2024-04-02T14:00:00+00:00,2024-04-02T14:40:00+00:00,139.1400,141.4500,-3.3371,0.1256,-3.4628,0.0058,94.00,0.6667,30,reversal
XOM,Long,2024-04-02T14:00:00+00:00,2024-04-02T19:45:00+00:00,119.3600,119.0000,2.9833,0.1256,2.8577,0.0036,110.00,5.7500,30,eod
XOM,Short,2024-04-02T14:05:00+00:00,2024-04-02T19:45:00+00:00,119.0700,119.0000,2.5298,-0.6880,3.2178,0.0032,-110.00,5.6667,35,eod
SBUX,Short,2024-04-02T14:00:00+00:00,2024-04-02T19:45:00+00:00,90.5200,89.4700,-1.2911,0.1256,-1.4167,0.0040,-145.00,5.7500,30,eod
CAT,Long,2024-04-03T14:05:00+00:00,2024-04-03T14:20:00+00:00,371.0200,370.3600,3.3601,1.5029,1.8572,0.0034,35.00,0.2500,35,reversal
CAT,Short,2024-04-03T14:00:00+00:00,2024-04-03T14:20:00+00:00,372.1600,370.3600,5.0267,1.8702,3.1565,0.0029,-35.00,0.3333,30,reversal
FCX,Short,2024-04-03T14:00:00+00:00,2024-04-03T19:45:00+00:00,49.1600,49.7100,-0.5275,1.8702,-2.3977,0.0035,-268.00,5.7500,30,eod
PFE,Long,2024-04-03T14:00:00+00:00,2024-04-03T19:45:00+00:00,27.3200,27.3000,-3.8985,1.8702,-5.7687,0.0033,484.00,5.7500,30,eod
MU,Short,2024-04-04T14:00:00+00:00,2024-04-04T18:15:00+00:00,127.5800,126.8900,-1.9402,-0.8024,-1.1378,0.0098,-103.00,4.2500,30,reversal
CRM,Long,2024-04-04T14:00:00+00:00,2024-04-04T19:30:00+00:00,298.5000,294.9100,-5.1112,-0.8024,-4.3088,0.0080,44.00,5.5000,30,reversal
CVX,Long,2024-04-04T14:00:00+00:00,2024-04-04T19:45:00+00:00,160.9000,160.3200,1.7607,-0.8024,2.5631,0.0025,81.00,5.7500,30,eod
GE,Short,2024-04-04T14:00:00+00:00,2024-04-04T19:45:00+00:00,149.2000,147.1700,2.5033,-0.8024,3.3057,0.0073,-88.00,5.7500,30,eod
META,Short,2024-04-05T14:35:00+00:00,2024-04-05T16:10:00+00:00,525.3400,529.5900,5.5428,2.0109,3.5319,0.0036,-25.00,1.5833,65,reversal
LIN,Long,2024-04-05T14:00:00+00:00,2024-04-05T19:45:00+00:00,460.9100,465.1400,3.4118,2.1945,1.2173,0.0028,28.00,5.7500,30,eod
NKE,Short,2024-04-05T14:00:00+00:00,2024-04-05T19:45:00+00:00,89.5400,88.9500,-0.6865,2.1945,-2.8810,0.0049,-146.00,5.7500,30,eod
T,Long,2024-04-05T14:00:00+00:00,2024-04-05T19:45:00+00:00,17.3400,17.4900,-2.9797,2.1945,-5.1743,0.0038,758.00,5.7500,30,eod
TXN,Long,2024-04-08T14:00:00+00:00,2024-04-08T19:45:00+00:00,168.7300,169.3400,1.6192,0.2406,1.3786,0.0037,78.00,5.7500,30,eod
CVX,Short,2024-04-08T14:00:00+00:00,2024-04-08T19:45:00+00:00,160.9000,161.1400,-2.7181,0.2406,-2.9587,0.0033,-82.00,5.7500,30,eod
CAT,Long,2024-04-08T14:00:00+00:00,2024-04-08T19:45:00+00:00,376.4500,373.8200,-3.3275,0.2406,-3.5681,0.0036,35.00,5.7500,30,eod
BAC,Short,2024-04-09T14:00:00+00:00,2024-04-09T15:40:00+00:00,37.3800,37.4500,-2.3975,0.0614,-2.4589,0.0041,-352.00,1.6667,30,reversal
PFE,Long,2024-04-09T14:00:00+00:00,2024-04-09T16:15:00+00:00,27.1700,26.7500,2.5605,0.0614,2.4991,0.0039,484.00,2.2500,30,reversal
PFE,Short,2024-04-09T14:05:00+00:00,2024-04-09T16:15:00+00:00,27.2600,26.7500,3.5808,-0.3557,3.9365,0.0037,-483.00,2.1667,35,reversal
JPM,Long,2024-04-09T14:00:00+00:00,2024-04-09T19:45:00+00:00,196.3800,196.6400,-3.1790,0.0614,-3.2404,0.0033,67.00,5.7500,30,eod
NVDA,Long,2024-04-10T14:00:00+00:00,2024-04-10T19:45:00+00:00,86.3200,87.1200,2.3674,0.0895,2.2779,0.0102,153.00,5.7500,30,eod
FCX,Short,2024-04-10T14:00:00+00:00,2024-04-10T19:45:00+00:00,51.0300,50.9100,3.8428,0.0895,3.7533,0.0052,-259.00,5.7500,30,eod
UNH,Short,2024-04-10T14:00:00+00:00,2024-04-10T19:45:00+00:00,453.4800,451.2500,-2.0610,0.0895,-2.1505,0.0031,-29.00,5.7500,30,eod
UNH,Long,2024-04-10T14:15:00+00:00,2024-04-10T19:45:00+00:00,452.9000,451.2500,-1.9982,1.0443,-3.0426,0.0038,29.00,5.5000,45,eod
QCOM,Long,2024-04-11T14:00:00+00:00,2024-04-11T16:05:00+00:00,172.4500,172.0100,1.3681,-0.6874,2.0555,0.0044,76.00,2.0833,30,reversal
CVX,Long,2024-04-11T14:45:00+00:00,2024-04-11T19:45:00+00:00,159.8700,161.5300,-3.4745,-0.2376,-3.2368,0.0052,83.00,5.0000,75,eod
LOW,Short,2024-04-11T14:00:00+00:00,2024-04-11T19:45:00+00:00,235.9800,235.9300,-2.6462,-0.6874,-1.9587,0.0044,-56.00,5.7500,30,eod
DE,Short,2024-04-12T14:00:00+00:00,2024-04-12T15:00:00+00:00,406.1700,408.0300,-2.2905,-0.1347,-2.1558,0.0046,-32.00,1.0000,30,reversal
AAPL,Long,2024-04-12T14:00:00+00:00,2024-04-12T19:45:00+00:00,177.3900,176.5900,2.1693,-0.1347,2.3040,0.0048,74.00,5.7500,30,eod
JPM,Long,2024-04-12T14:00:00+00:00,2024-04-12T19:45:00+00:00,185.7500,183.1700,-3.3409,-0.1347,-3.2062,0.0040,71.00,5.7500,30,eod
BAC,Short,2024-04-15T14:00:00+00:00,2024-04-15T18:25:00+00:00,36.4700,35.8600,-1.5512,0.8787,-2.4299,0.0040,-360.00,4.4167,30,reversal
AAPL,Short,2024-04-15T15:00:00+00:00,2024-04-15T19:45:00+00:00,175.7700,173.5200,1.9982,-1.1047,3.1029,0.0044,-74.00,4.7500,90,eod
SCHW,Long,2024-04-15T14:00:00+00:00,2024-04-15T19:45:00+00:00,73.4100,71.3500,3.0545,0.8787,2.1758,0.0059,179.00,5.7500,30,eod
NKE,Short,2024-04-16T14:00:00+00:00,2024-04-16T14:25:00+00:00,91.8500,92.7900,-2.2003,0.4514,-2.6517,0.0035,-143.00,0.4167,30,reversal
UNH,Long,2024-04-16T14:00:00+00:00,2024-04-16T14:45:00+00:00,472.9400,466.9000,2.0083,0.4514,1.5569,0.0035,27.00,0.7500,30,reversal
BAC,Long,2024-04-16T14:00:00+00:00,2024-04-16T19:45:00+00:00,34.5400,34.7700,-5.6750,0.4514,-6.1264,0.0063,380.00,5.7500,30,eod
SCHW,Short,2024-04-16T17:00:00+00:00,2024-04-16T19:45:00+00:00,72.2700,72.9900,3.2712,0.1394,3.1318,0.0050,-180.00,2.7500,210,eod
UNH,Short,2024-04-17T14:05:00+00:00,2024-04-17T15:50:00+00:00,480.6300,479.3100,-2.9553,-1.7990,-1.1564,0.0039,-27.00,1.7500,35,reversal
GE,Long,2024-04-17T14:00:00+00:00,2024-04-17T19:45:00+00:00,157.7600,156.0400,0.6277,-2.3343,2.9620,0.0080,82.00,5.7500,30,eod
LIN,Short,2024-04-17T14:00:00+00:00,2024-04-17T19:45:00+00:00,447.8100,446.4400,1.4038,-2.3343,3.7381,0.0038,-29.00,5.7500,30,eod
MU,Long,2024-04-18T14:00:00+00:00,2024-04-18T14:45:00+00:00,116.3900,116.3200,1.1594,-1.1625,2.3219,0.0098,111.00,0.7500,30,reversal
UNH,Short,2024-04-18T14:00:00+00:00,2024-04-18T15:25:00+00:00,497.4700,495.0800,3.0370,-1.1625,4.1995,0.0046,-26.00,1.4167,30,reversal
AAPL,Short,2024-04-18T14:05:00+00:00,2024-04-18T19:45:00+00:00,167.6900,167.1700,-1.5699,0.2702,-1.8401,0.0036,-77.00,5.6667,35,eod
LLY,Short,2024-04-19T14:40:00+00:00,2024-04-19T16:05:00+00:00,731.0000,729.8800,-2.5928,-1.2217,-1.3711,0.0081,-17.00,1.4167,70,reversal
UNH,Long,2024-04-19T14:00:00+00:00,2024-04-19T19:45:00+00:00,503.1200,501.8300,1.9126,-0.9348,2.8474,0.0046,25.00,5.7500,30,eod
UNH,Short,2024-04-19T14:05:00+00:00,2024-04-19T19:45:00+00:00,504.2000,501.8300,2.2082,-1.0914,3.2997,0.0050,-25.00,5.6667,35,eod
CRM,Short,2024-04-22T14:00:00+00:00,2024-04-22T19:45:00+00:00,275.3700,274.1400,-1.6738,0.7409,-2.4147,0.0054,-47.00,5.7500,30,eod
DE,Long,2024-04-22T14:00:00+00:00,2024-04-22T19:45:00+00:00,398.6800,400.6500,3.0824,0.7409,2.3415,0.0051,32.00,5.7500,30,eod
DE,Short,2024-04-22T14:20:00+00:00,2024-04-22T19:45:00+00:00,397.2100,400.6500,2.1926,-1.1619,3.3546,0.0055,-32.00,5.4167,50,eod
T,Long,2024-04-22T14:00:00+00:00,2024-04-22T19:45:00+00:00,16.4200,16.3200,-2.9360,0.7409,-3.6769,0.0053,793.00,5.7500,30,eod
AMZN,Short,2024-04-23T14:00:00+00:00,2024-04-23T18:40:00+00:00,176.9500,179.9200,-0.5084,1.9169,-2.4253,0.0039,-73.00,4.6667,30,reversal
NFLX,Long,2024-04-23T17:10:00+00:00,2024-04-23T19:45:00+00:00,57.4900,57.8300,2.6429,1.5464,1.0965,0.0108,224.00,2.5833,220,eod
SBUX,Long,2024-04-23T14:00:00+00:00,2024-04-23T19:45:00+00:00,87.3300,87.9800,-3.4537,1.9169,-5.3705,0.0040,148.00,5.7500,30,eod
GE,Short,2024-04-24T14:00:00+00:00,2024-04-24T15:50:00+00:00,156.6300,156.8700,-2.7468,0.1905,-2.9372,0.0074,-82.00,1.8333,30,reversal
T,Long,2024-04-24T14:00:00+00:00,2024-04-24T16:30:00+00:00,16.5300,16.7900,-3.3000,0.1905,-3.4905,0.0068,781.00,2.5000,30,reversal
TSLA,Long,2024-04-24T14:00:00+00:00,2024-04-24T19:45:00+00:00,165.6900,162.1200,2.4193,0.1905,2.2288,0.0148,77.00,5.7500,30,eod
LIN,Short,2024-04-24T15:00:00+00:00,2024-04-24T19:45:00+00:00,441.9700,443.8800,2.6027,-0.9856,3.5882,0.0058,-28.00,4.7500,90,eod
LOW,Short,2024-04-25T14:00:00+00:00,2024-04-25T15:00:00+00:00,225.4000,227.3600,-1.4094,1.5579,-2.9672,0.0035,-57.00,1.0000,30,reversal
META,Long,2024-04-25T14:00:00+00:00,2024-04-25T19:45:00+00:00,427.9100,440.9600,4.1170,1.5579,2.5592,0.0063,30.00,5.7500,30,eod
META,Short,2024-04-25T14:05:00+00:00,2024-04-25T19:45:00+00:00,435.2300,440.9600,5.0033,1.7175,3.2859,0.0087,-29.00,5.6667,35,eod
NKE,Long,2024-04-25T14:00:00+00:00,2024-04-25T19:45:00+00:00,92.5800,93.9300,-4.5238,1.5579,-6.0817,0.0039,138.00,5.7500,30,eod
META,Short,2024-04-26T14:00:00+00:00,2024-04-26T19:45:00+00:00,442.1000,443.1700,-0.0165,2.6585,-2.6750,0.0055,-29.00,5.7500,30,eod
NFLX,Long,2024-04-26T14:00:00+00:00,2024-04-26T19:45:00+00:00,55.5100,56.1600,-1.6288,2.6585,-4.2873,0.0060,231.00,5.7500,30,eod
PYPL,Long,2024-04-26T14:25:00+00:00,2024-04-26T19:45:00+00:00,65.2200,66.0300,2.1471,1.0369,1.1103,0.0067,198.00,5.3333,55,eod
AMZN,Short,2024-04-29T14:05:00+00:00,2024-04-29T19:45:00+00:00,180.1300,180.2300,-2.6315,-1.1525,-1.4790,0.0048,-71.00,5.6667,35,eod
XOM,Short,2024-04-29T14:00:00+00:00,2024-04-29T19:45:00+00:00,119.7100,119.3400,1.9958,-1.9502,3.9460,0.0044,-108.00,5.7500,30,eod
GS,Long,2024-04-29T14:00:00+00:00,2024-04-29T19:45:00+00:00,431.3600,430.1500,0.9840,-1.9502,2.9341,0.0057,30.00,5.7500,30,eod
AAPL,Long,2024-04-30T14:00:00+00:00,2024-04-30T19:45:00+00:00,174.5800,172.9100,1.5427,0.3004,1.2423,0.0052,74.00,5.7500,30,eod
